"Supplementary Table 4. IER, proportion and size of the 65+ year old Medicare population, and proportion of the deaths among the 65+ year old Medicare population that are expected to exceed K-fold of US average risk within each of the 3113 US counties",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
31023,41.226072,-97.132039,Nebraska,Butler County,880,"1.96 (1.82, 2.38)","55.4% (52.0%, 64.0%)","    487 (457, 563)","32.4% (29.4%, 40.8%)","    285 (259, 359)","6.4% (5.5%, 9.9%)","     57 (49, 87)","1.0% (0.8%, 1.8%)","      9 (7, 16)","84.1% (82.0%, 88.9%)","65.8% (63.0%, 73.7%)","25.6% (23.1%, 33.7%)","7.2% (6.1%, 11.2%)"
31025,40.909878,-96.140609,Nebraska,Cass County,2298,"1.73 (1.62, 2.1)","51.2% (47.5%, 60.1%)","  1,176 (1,092, 1,381)","27.8% (25.1%, 36.1%)","    638 (576, 829)","4.5% (3.9%, 7.3%)","    103 (88, 168)","0.6% (0.4%, 1.1%)","     13 (10, 26)","80.4% (78.1%, 86.2%)","59.4% (56.5%, 68.4%)","19.2% (17.2%, 26.9%)","4.3% (3.7%, 7.5%)"
31027,42.604511,-97.256824,Nebraska,Cedar County,955,"2.12 (1.97, 2.57)","58.2% (54.8%, 66.4%)","    556 (523, 634)","35.5% (32.4%, 43.8%)","    339 (309, 418)","7.9% (6.8%, 11.7%)","     75 (65, 111)","1.4% (1.1%, 2.4%)","     13 (11, 23)","86.2% (84.3%, 90.4%)","69.4% (66.6%, 76.6%)","29.7% (26.8%, 38.1%)","9.3% (7.9%, 13.9%)"
31029,40.53039,-101.694192,Nebraska,Chase County,414,"2.32 (2.15, 2.8)","60.4% (57.2%, 68.3%)","    250 (237, 283)","38.4% (35.3%, 46.6%)","    159 (146, 193)","9.7% (8.4%, 13.8%)","     40 (35, 57)","2.0% (1.6%, 3.2%)","      8 (7, 13)","88.1% (86.4%, 91.7%)","73.2% (70.5%, 79.6%)","35.0% (31.7%, 43.0%)","12.6% (10.6%, 17.6%)"
31031,42.566985,-101.072622,Nebraska,Cherry County,639,"1.92 (1.79, 2.33)","55.5% (51.8%, 64.1%)","    354 (331, 409)","32.0% (28.9%, 40.3%)","    204 (185, 258)","6.0% (5.2%, 9.4%)","     38 (33, 60)","0.9% (0.7%, 1.7%)","      6 (5, 11)","83.7% (81.5%, 88.6%)","64.6% (61.8%, 72.9%)","23.9% (21.6%, 32.2%)","6.3% (5.3%, 10.2%)"
31033,41.214236,-103.011929,Nebraska,Cheyenne County,1037,"1.99 (1.85, 2.41)","55.4% (51.9%, 63.8%)","    575 (538, 662)","32.8% (29.8%, 40.9%)","    340 (309, 424)","6.8% (5.9%, 10.2%)","     71 (61, 106)","1.1% (0.9%, 2.0%)","     12 (9, 21)","84.5% (82.4%, 89.1%)","66.8% (63.9%, 74.3%)","27.1% (24.4%, 35.0%)","8.1% (6.8%, 12.1%)"
31035,40.523669,-98.05105,Nebraska,Clay County,652,"1.93 (1.8, 2.34)","54.8% (51.2%, 63.3%)","    357 (334, 413)","31.8% (28.9%, 40.0%)","    208 (188, 261)","6.2% (5.3%, 9.5%)","     41 (35, 62)","1.0% (0.8%, 1.8%)","      6 (5, 12)","83.7% (81.6%, 88.6%)","65.2% (62.1%, 73.0%)","25.1% (22.4%, 33.1%)","7.0% (5.9%, 10.9%)"
31037,41.574675,-97.089455,Nebraska,Colfax County,728,"3.3 (3.09, 3.96)","75.1% (72.7%, 81.4%)","    547 (529, 592)","54.4% (51.3%, 62.5%)","    396 (374, 455)","18.1% (16.2%, 23.9%)","    132 (118, 174)","4.6% (3.9%, 7.0%)","     34 (29, 51)","94.3% (93.3%, 96.3%)","84.3% (82.5%, 88.7%)","49.5% (46.4%, 57.5%)","21.6% (19.3%, 28.2%)"
31039,41.915865,-96.788517,Nebraska,Cuming County,1015,"2.39 (2.22, 2.92)","63.7% (59.8%, 71.7%)","    646 (607, 728)","40.8% (37.3%, 49.6%)","    414 (379, 504)","10.1% (8.6%, 14.6%)","    102 (87, 149)","1.9% (1.5%, 3.3%)","     20 (16, 33)","89.0% (87.3%, 92.7%)","74.0% (71.1%, 80.8%)","34.4% (31.1%, 43.0%)","11.7% (9.8%, 16.8%)"
31041,41.393893,-99.726866,Nebraska,Custer County,1228,"2.07 (1.93, 2.52)","57.2% (53.8%, 65.4%)","    702 (660, 804)","34.5% (31.5%, 42.8%)","    423 (387, 526)","7.5% (6.5%, 11.2%)","     92 (79, 137)","1.3% (1.0%, 2.3%)","     16 (13, 28)","85.6% (83.7%, 90.0%)","68.4% (65.7%, 75.9%)","28.7% (26.0%, 37.2%)","8.9% (7.5%, 13.5%)"
31043,42.390456,-96.562549,Nebraska,Dakota County,1447,"3.4 (3.2, 4.12)","77.1% (74.4%, 82.8%)","  1,116 (1,076, 1,198)","56.5% (53.3%, 64.4%)","    817 (771, 932)","19.0% (17.2%, 25.4%)","    275 (249, 367)","4.8% (4.2%, 7.5%)","     70 (61, 108)","94.8% (93.9%, 96.7%)","85.2% (83.5%, 89.6%)","50.2% (47.7%, 59.1%)","21.7% (20.2%, 29.2%)"
31045,42.711214,-103.134872,Nebraska,Dawes County,870,"2.22 (2.06, 2.71)","61.7% (57.7%, 70.0%)","    537 (502, 609)","38.1% (34.6%, 47.2%)","    331 (301, 410)","8.3% (7.1%, 12.6%)","     73 (62, 110)","1.4% (1.1%, 2.5%)","     12 (10, 22)","87.4% (85.5%, 91.6%)","70.7% (67.6%, 78.3%)","29.7% (26.8%, 38.4%)","8.9% (7.5%, 13.5%)"
31047,40.867378,-99.815154,Nebraska,Dawson County,2066,"3.38 (3.16, 4.06)","75.9% (73.3%, 82.0%)","  1,568 (1,515, 1,694)","55.4% (52.3%, 63.3%)","  1,144 (1,080, 1,308)","18.8% (16.9%, 24.8%)","    389 (349, 512)","4.9% (4.2%, 7.4%)","    101 (87, 152)","94.5% (93.7%, 96.4%)","84.9% (83.1%, 89.2%)","50.6% (47.6%, 58.8%)","22.5% (20.2%, 29.3%)"
31049,41.112988,-102.332604,Nebraska,Deuel County,228,"1.76 (1.64, 2.13)","52.9% (49.1%, 62.1%)","    121 (112, 141)","28.7% (25.8%, 37.2%)","     65 (59, 85)","4.4% (3.7%, 7.3%)","     10 (9, 17)","0.5% (0.4%, 1.1%)","      1 (1, 2)","81.0% (78.6%, 86.7%)","59.5% (56.3%, 68.6%)","18.4% (16.5%, 26.1%)","3.9% (3.3%, 6.8%)"
31051,42.48528,-96.855862,Nebraska,Dixon County,607,"2.16 (2.01, 2.63)","61.1% (57.0%, 69.7%)","    371 (346, 423)","37.1% (33.6%, 46.3%)","    225 (204, 281)","7.7% (6.6%, 11.9%)","     47 (40, 72)","1.2% (1.0%, 2.3%)","      7 (6, 14)","86.8% (84.8%, 91.3%)","69.4% (66.5%, 77.3%)","27.8% (25.4%, 37.0%)","7.8% (6.8%, 12.5%)"
31053,41.577008,-96.645853,Nebraska,Dodge County,3564,"2.38 (2.21, 2.91)","63.2% (59.3%, 71.2%)","  2,251 (2,116, 2,538)","40.4% (36.9%, 49.4%)","  1,439 (1,316, 1,759)","10.0% (8.6%, 14.6%)","    355 (306, 519)","1.9% (1.6%, 3.3%)","     68 (55, 118)","88.8% (87.1%, 92.5%)","73.8% (70.9%, 80.7%)","34.3% (31.2%, 43.3%)","11.7% (10.1%, 17.0%)"
31055,41.297091,-96.154066,Nebraska,Douglas County,36123,"2.49 (2.33, 3.03)","65.4% (62.3%, 72.9%)"," 23,610 (22,513, 26,325)","42.5% (39.5%, 51.3%)"," 15,357 (14,252, 18,515)","10.8% (9.6%, 15.7%)","  3,909 (3,469, 5,657)","2.1% (1.8%, 3.7%)","    768 (663, 1,326)","89.8% (88.4%, 93.2%)","75.4% (73.1%, 81.9%)","35.9% (33.7%, 45.2%)","12.4% (11.4%, 18.3%)"
31057,40.180165,-101.681133,Nebraska,Dundy County,264,"2.07 (1.92, 2.5)","57.1% (53.6%, 65.4%)","    151 (142, 173)","34.4% (31.3%, 42.6%)","     91 (83, 113)","7.4% (6.3%, 11.0%)","     20 (17, 29)","1.3% (1.0%, 2.2%)","      3 (3, 6)","85.5% (83.5%, 89.9%)","68.3% (65.5%, 75.7%)","28.5% (25.7%, 36.8%)","8.7% (7.4%, 13.2%)"
31059,40.52504,-97.596705,Nebraska,Fillmore County,659,"2.17 (2.02, 2.63)","58.5% (55.1%, 66.6%)","    386 (363, 439)","36.1% (33.0%, 44.3%)","    238 (218, 292)","8.4% (7.2%, 12.3%)","     55 (48, 81)","1.6% (1.3%, 2.7%)","     10 (8, 18)","86.6% (84.8%, 90.7%)","70.5% (67.8%, 77.5%)","31.3% (28.5%, 39.6%)","10.3% (8.8%, 15.2%)"
31061,40.183203,-98.96208,Nebraska,Franklin County,439,"1.99 (1.85, 2.41)","56.8% (53.2%, 65.3%)","    249 (233, 287)","33.3% (30.3%, 41.9%)","    146 (133, 184)","6.5% (5.6%, 10.1%)","     29 (25, 44)","1.0% (0.8%, 1.9%)","      4 (4, 8)","84.6% (82.6%, 89.3%)","66.1% (63.3%, 74.2%)","25.3% (22.9%, 33.8%)","6.9% (5.9%, 11.1%)"
31063,40.530947,-100.406683,Nebraska,Frontier County,311,"2.04 (1.9, 2.48)","57.3% (53.8%, 65.6%)","    178 (167, 204)","34.2% (31.2%, 42.7%)","    106 (97, 133)","7.1% (6.1%, 10.8%)","     22 (19, 33)","1.2% (0.9%, 2.1%)","      4 (3, 7)","85.3% (83.3%, 89.8%)","67.6% (64.8%, 75.3%)","27.3% (24.6%, 35.7%)","8.0% (6.8%, 12.3%)"
31065,40.191991,-99.909661,Nebraska,Furnas County,619,"2.2 (2.05, 2.7)","61.7% (57.8%, 70.2%)","    382 (358, 435)","37.9% (34.6%, 47.2%)","    235 (214, 292)","8.2% (7.0%, 12.6%)","     51 (44, 78)","1.3% (1.1%, 2.5%)","      8 (7, 16)","87.3% (85.5%, 91.6%)","70.4% (67.6%, 78.2%)","29.1% (26.5%, 38.6%)","8.5% (7.4%, 13.5%)"
31067,40.255234,-96.683453,Nebraska,Gage County,2306,"2.08 (1.94, 2.52)","57.5% (54.1%, 65.8%)","  1,326 (1,247, 1,516)","34.7% (31.8%, 43.0%)","    799 (732, 992)","7.5% (6.4%, 11.2%)","    172 (149, 258)","1.3% (1.0%, 2.3%)","     29 (24, 53)","85.6% (83.8%, 90.0%)","68.5% (65.7%, 75.9%)","28.6% (25.7%, 37.0%)","8.7% (7.4%, 13.3%)"
31069,41.659381,-102.328229,Nebraska,Garden County,264,"1.91 (1.79, 2.32)","56.8% (53.0%, 65.7%)","    150 (140, 174)","32.3% (29.2%, 41.2%)","     85 (77, 109)","5.6% (4.8%, 8.9%)","     15 (13, 24)","0.7% (0.6%, 1.4%)","      2 (2, 4)","83.7% (81.5%, 88.9%)","63.7% (60.6%, 72.3%)","21.8% (19.6%, 29.9%)","5.1% (4.3%, 8.6%)"
31071,41.905571,-98.922998,Nebraska,Garfield County,282,"1.95 (1.81, 2.36)","56.4% (52.7%, 65.1%)","    159 (149, 183)","32.7% (29.6%, 41.3%)","     92 (84, 116)","6.2% (5.2%, 9.6%)","     17 (15, 27)","0.9% (0.7%, 1.7%)","      3 (2, 5)","84.1% (81.9%, 89.0%)","65.1% (62.0%, 73.3%)","24.1% (21.4%, 32.2%)","6.3% (5.2%, 10.1%)"
31073,40.509838,-99.824078,Nebraska,Gosper County,242,"1.97 (1.83, 2.39)","55.9% (52.4%, 64.5%)","    135 (127, 156)","32.8% (29.8%, 41.2%)","     79 (72, 100)","6.5% (5.6%, 10.0%)","     16 (14, 24)","1.0% (0.8%, 1.9%)","      2 (2, 4)","84.3% (82.2%, 89.1%)","66.1% (63.1%, 73.9%)","25.7% (23.0%, 33.8%)","7.2% (6.0%, 11.2%)"
31075,41.915867,-101.756875,Nebraska,Grant County,88,"1.41 (1.32, 1.71)","45.3% (41.1%, 56.1%)","     40 (36, 49)","19.7% (17.3%, 28.4%)","     17 (15, 25)","1.5% (1.3%, 3.1%)","      1 (1, 3)","0.1% (0.1%, 0.2%)","      0 (0, 0)","71.9% (68.8%, 80.5%)","43.8% (40.8%, 55.4%)","7.0% (6.2%, 12.4%)","0.7% (0.6%, 1.7%)"
31077,41.5676,-98.530566,Nebraska,Greeley County,314,"2.23 (2.07, 2.7)","60.2% (56.9%, 68.3%)","    189 (179, 214)","37.5% (34.4%, 45.9%)","    118 (108, 144)","8.8% (7.6%, 12.7%)","     28 (24, 40)","1.6% (1.3%, 2.8%)","      5 (4, 9)","87.4% (85.6%, 91.3%)","71.5% (68.6%, 78.2%)","32.0% (28.7%, 40.3%)","10.5% (8.8%, 15.3%)"
31079,40.866023,-98.498004,Nebraska,Hall County,4589,"3.2 (3, 3.84)","74.8% (72.1%, 81.0%)","  3,431 (3,308, 3,717)","53.5% (50.4%, 61.7%)","  2,457 (2,311, 2,830)","17.1% (15.3%, 22.9%)","    787 (704, 1,053)","4.2% (3.6%, 6.5%)","    191 (164, 296)","93.9% (93.0%, 96.1%)","83.5% (81.6%, 88.1%)","47.4% (44.6%, 56.0%)","19.8% (17.8%, 26.5%)"
31081,40.877145,-98.021943,Nebraska,Hamilton County,929,"1.88 (1.74, 2.27)","54.0% (50.3%, 62.7%)","    502 (468, 583)","30.8% (27.8%, 39.0%)","    287 (258, 363)","5.7% (4.9%, 8.8%)","     53 (45, 82)","0.8% (0.6%, 1.5%)","      8 (6, 14)","82.9% (80.6%, 88.0%)","63.6% (60.5%, 71.8%)","23.3% (20.6%, 31.1%)","6.1% (5.1%, 9.6%)"
31083,40.178766,-99.403418,Nebraska,Harlan County,472,"1.92 (1.79, 2.33)","55.6% (52.0%, 64.3%)","    262 (245, 304)","31.9% (29.0%, 40.6%)","    151 (137, 192)","5.9% (5.1%, 9.3%)","     28 (24, 44)","0.8% (0.7%, 1.6%)","      4 (3, 8)","83.6% (81.5%, 88.7%)","64.3% (61.6%, 72.8%)","23.3% (21.0%, 31.8%)","6.0% (5.1%, 9.9%)"
31085,40.535786,-101.05558,Nebraska,Hayes County,152,"2.3 (2.13, 2.79)","60.8% (57.5%, 68.8%)","     92 (87, 105)","38.4% (35.3%, 46.8%)","     58 (54, 71)","9.4% (8.1%, 13.6%)","     14 (12, 21)","1.8% (1.5%, 3.1%)","      3 (2, 5)","87.9% (86.2%, 91.7%)","72.6% (69.8%, 79.3%)","33.7% (30.5%, 42.1%)","11.6% (9.9%, 16.7%)"
31087,40.176896,-101.044217,Nebraska,Hitchcock County,381,"2.08 (1.93, 2.52)","57.2% (53.8%, 65.4%)","    218 (205, 249)","34.5% (31.5%, 42.7%)","    132 (120, 163)","7.5% (6.5%, 11.3%)","     29 (25, 43)","1.3% (1.1%, 2.3%)","      5 (4, 9)","85.6% (83.7%, 90.0%)","68.6% (65.8%, 76.0%)","28.9% (26.1%, 37.3%)","9.0% (7.7%, 13.5%)"
31089,42.459287,-98.784766,Nebraska,Holt County,1143,"2.02 (1.88, 2.45)","56.8% (53.3%, 65.2%)","    649 (609, 746)","33.7% (30.7%, 42.2%)","    385 (351, 482)","6.9% (5.9%, 10.5%)","     79 (68, 120)","1.1% (0.9%, 2.1%)","     13 (10, 23)","84.9% (83.0%, 89.6%)","67.1% (64.3%, 74.9%)","26.8% (24.1%, 35.3%)","7.7% (6.6%, 12.1%)"
31091,41.9187,-101.11681,Nebraska,Hooker County,105,"2.41 (2.23, 2.91)","61.7% (58.4%, 69.5%)","     65 (61, 73)","39.9% (36.7%, 48.1%)","     42 (39, 51)","10.5% (9.1%, 14.7%)","     11 (10, 15)","2.2% (1.8%, 3.6%)","      2 (2, 4)","88.8% (87.2%, 92.3%)","74.6% (71.9%, 80.7%)","37.0% (33.4%, 45.0%)","13.9% (11.6%, 19.0%)"
31093,41.219403,-98.513303,Nebraska,Howard County,687,"2.11 (1.97, 2.56)","58.0% (54.5%, 66.1%)","    398 (375, 454)","35.2% (32.3%, 43.5%)","    242 (222, 299)","7.7% (6.8%, 11.6%)","     53 (46, 80)","1.4% (1.1%, 2.4%)","      9 (8, 16)","86.0% (84.2%, 90.3%)","69.1% (66.5%, 76.5%)","29.3% (26.7%, 37.8%)","9.1% (7.9%, 13.8%)"
31095,40.175736,-97.143103,Nebraska,Jefferson County,909,"1.89 (1.76, 2.29)","54.4% (50.7%, 62.9%)","    494 (461, 572)","31.1% (28.2%, 39.4%)","    283 (256, 358)","5.8% (5.0%, 9.0%)","     53 (45, 82)","0.9% (0.7%, 1.6%)","      8 (6, 15)","83.1% (80.9%, 88.2%)","64.0% (61.0%, 72.2%)","23.6% (21.1%, 31.6%)","6.2% (5.3%, 9.9%)"
31097,40.395457,-96.268562,Nebraska,Johnson County,492,"2.49 (2.31, 3.04)","64.3% (60.7%, 72.2%)","    316 (299, 355)","42.0% (38.6%, 50.7%)","    206 (190, 249)","11.0% (9.6%, 15.8%)","     54 (47, 78)","2.3% (1.8%, 3.8%)","     11 (9, 19)","89.7% (88.1%, 93.1%)","75.6% (72.9%, 82.0%)","37.2% (33.9%, 46.0%)","13.6% (11.6%, 19.1%)"
31099,40.506269,-98.948461,Nebraska,Kearney County,649,"2.01 (1.88, 2.45)","56.6% (53.1%, 65.1%)","    367 (345, 422)","33.5% (30.5%, 42.0%)","    218 (198, 273)","6.9% (5.9%, 10.4%)","     45 (39, 68)","1.1% (0.9%, 2.0%)","      7 (6, 13)","84.9% (82.8%, 89.5%)","67.0% (64.2%, 74.7%)","26.7% (24.0%, 35.1%)","7.7% (6.5%, 12.0%)"
31101,41.194404,-101.644474,Nebraska,Keith County,1104,"2.12 (1.98, 2.6)","61.0% (57.1%, 69.7%)","    674 (630, 770)","36.7% (33.4%, 46.1%)","    405 (369, 508)","7.3% (6.2%, 11.5%)","     81 (68, 127)","1.1% (0.9%, 2.1%)","     12 (10, 23)","86.5% (84.6%, 91.1%)","68.6% (65.5%, 76.7%)","26.6% (23.9%, 35.6%)","7.1% (6.0%, 11.5%)"
31103,42.87548,-99.718351,Nebraska,Keya Paha County,116,"1.88 (1.74, 2.27)","54.8% (51.0%, 63.7%)","     64 (59, 74)","31.2% (28.0%, 39.6%)","     36 (33, 46)","5.6% (4.7%, 8.7%)","      7 (5, 10)","0.8% (0.6%, 1.4%)","      1 (1, 2)","83.1% (80.6%, 88.2%)","63.5% (60.2%, 71.6%)","22.6% (19.9%, 30.1%)","5.7% (4.7%, 8.9%)"
31105,41.199155,-103.711105,Nebraska,Kimball County,463,"2.43 (2.26, 2.96)","65.1% (61.3%, 73.1%)","    302 (284, 339)","41.9% (38.4%, 51.0%)","    194 (178, 236)","10.2% (8.8%, 15.0%)","     47 (41, 70)","1.9% (1.6%, 3.3%)","      9 (7, 15)","89.4% (87.8%, 93.1%)","74.4% (71.7%, 81.2%)","34.2% (31.2%, 43.3%)","11.3% (9.7%, 16.7%)"
31107,42.634404,-97.891349,Nebraska,Knox County,1086,"2.12 (1.98, 2.59)","58.2% (54.7%, 66.3%)","    632 (594, 720)","35.4% (32.5%, 43.8%)","    384 (353, 475)","7.8% (6.8%, 11.9%)","     85 (74, 129)","1.4% (1.1%, 2.5%)","     15 (12, 27)","86.1% (84.3%, 90.4%)","69.4% (66.7%, 77.0%)","29.6% (27.2%, 38.6%)","9.3% (8.1%, 14.4%)"
31109,40.783547,-96.688658,Nebraska,Lancaster County,21440,"2.27 (2.13, 2.77)","63.2% (60.0%, 71.2%)"," 13,540 (12,861, 15,266)","39.3% (36.3%, 48.4%)","  8,436 (7,779, 10,376)","8.7% (7.7%, 13.2%)","  1,872 (1,648, 2,824)","1.5% (1.2%, 2.7%)","    314 (264, 576)","88.1% (86.5%, 92.0%)","71.6% (69.2%, 79.1%)","30.3% (28.0%, 39.6%)","9.0% (8.1%, 14.2%)"
31111,41.050322,-100.744481,Nebraska,Lincoln County,3605,"2.42 (2.26, 2.96)","63.9% (60.2%, 71.9%)","  2,302 (2,171, 2,592)","41.1% (37.8%, 50.1%)","  1,483 (1,365, 1,805)","10.4% (9.0%, 15.1%)","    373 (324, 544)","2.0% (1.7%, 3.5%)","     73 (60, 127)","89.2% (87.6%, 92.8%)","74.5% (71.9%, 81.2%)","35.2% (32.3%, 44.5%)","12.2% (10.6%, 17.9%)"
31113,41.542155,-100.443665,Nebraska,Logan County,96,"1.58 (1.48, 1.92)","48.9% (45.0%, 58.7%)","     47 (43, 56)","24.4% (21.8%, 33.1%)","     23 (21, 32)","3.0% (2.5%, 5.3%)","      3 (2, 5)","0.3% (0.2%, 0.6%)","      0 (0, 1)","77.0% (74.4%, 84.0%)","53.0% (49.9%, 63.3%)","13.1% (11.8%, 20.3%)","2.1% (1.8%, 4.3%)"
31117,41.909929,-97.606856,Nebraska,McPherson County,52,"1.95 (1.81, 2.39)","58.3% (54.1%, 67.5%)","     30 (28, 35)","33.3% (30.0%, 42.9%)","     17 (16, 22)","5.7% (4.8%, 9.4%)","      3 (3, 5)","0.7% (0.6%, 1.5%)","      0 (0, 1)","84.3% (81.9%, 89.7%)","64.3% (61.1%, 73.5%)","21.7% (19.5%, 30.6%)","4.9% (4.2%, 8.7%)"
31119,41.596473,-101.060237,Nebraska,Madison County,2847,"2.69 (2.51, 3.27)","67.4% (64.5%, 74.6%)","  1,918 (1,837, 2,125)","45.3% (42.2%, 53.9%)","  1,290 (1,201, 1,534)","12.8% (11.2%, 17.9%)","    363 (320, 509)","2.8% (2.4%, 4.6%)","     80 (67, 130)","91.1% (89.8%, 94.1%)","78.2% (75.9%, 84.1%)","40.5% (37.7%, 49.4%)","15.6% (13.8%, 21.8%)"
31121,41.169801,-98.031051,Nebraska,Merrick County,806,"1.97 (1.84, 2.39)","56.1% (52.5%, 64.5%)","    452 (423, 520)","32.9% (29.8%, 41.2%)","    265 (240, 332)","6.5% (5.6%, 9.9%)","     52 (45, 80)","1.0% (0.8%, 1.8%)","      8 (7, 15)","84.4% (82.3%, 89.1%)","66.0% (63.1%, 73.9%)","25.6% (23.0%, 33.8%)","7.1% (6.0%, 11.2%)"
31123,41.732205,-102.990599,Nebraska,Morrill County,528,"2.6 (2.42, 3.15)","67.8% (64.9%, 75.3%)","    358 (343, 398)","44.9% (41.6%, 53.8%)","    237 (220, 284)","11.7% (10.2%, 16.7%)","     62 (54, 88)","2.3% (1.9%, 3.9%)","     12 (10, 20)","90.8% (89.4%, 93.9%)","76.9% (74.3%, 83.0%)","37.2% (34.2%, 46.0%)","12.9% (11.4%, 18.5%)"
31125,41.402385,-97.991408,Nebraska,Nance County,397,"2.11 (1.96, 2.55)","57.0% (53.6%, 65.1%)","    226 (213, 258)","34.7% (31.7%, 42.9%)","    138 (126, 170)","7.9% (6.8%, 11.6%)","     31 (27, 46)","1.5% (1.2%, 2.5%)","      6 (5, 10)","85.9% (84.0%, 90.1%)","69.4% (66.6%, 76.4%)","30.5% (27.5%, 38.6%)","10.0% (8.5%, 14.6%)"
31127,40.387448,-95.850954,Nebraska,Nemaha County,729,"2.04 (1.91, 2.49)","57.2% (53.7%, 65.5%)","    417 (391, 477)","34.1% (31.2%, 42.6%)","    249 (227, 311)","7.1% (6.2%, 10.9%)","     52 (45, 79)","1.2% (1.0%, 2.2%)","      9 (7, 16)","85.3% (83.3%, 89.8%)","67.7% (65.0%, 75.4%)","27.5% (24.9%, 36.2%)","8.1% (6.9%, 12.8%)"
31129,40.176492,-98.046842,Nebraska,Nuckolls County,598,"2.04 (1.9, 2.48)","56.7% (53.1%, 65.0%)","    339 (318, 389)","33.9% (30.9%, 42.2%)","    203 (185, 252)","7.2% (6.1%, 10.8%)","     43 (37, 65)","1.2% (1.0%, 2.1%)","      7 (6, 13)","85.2% (83.2%, 89.6%)","67.7% (64.8%, 75.3%)","27.8% (25.1%, 36.1%)","8.4% (7.1%, 12.8%)"
31131,40.637992,-96.131027,Nebraska,Otoe County,1566,"2.21 (2.06, 2.68)","58.9% (55.5%, 66.9%)","    922 (869, 1,047)","36.7% (33.6%, 44.8%)","    574 (526, 702)","8.8% (7.6%, 12.7%)","    137 (118, 199)","1.7% (1.4%, 2.9%)","     26 (21, 45)","87.0% (85.2%, 91.0%)","71.3% (68.5%, 78.1%)","32.6% (29.5%, 40.9%)","11.1% (9.4%, 16.1%)"
31133,40.13785,-96.245225,Nebraska,Pawnee County,391,"2.2 (2.05, 2.67)","59.1% (55.7%, 67.2%)","    231 (218, 263)","36.7% (33.6%, 44.9%)","    143 (131, 176)","8.6% (7.3%, 12.6%)","     34 (29, 49)","1.6% (1.3%, 2.8%)","      6 (5, 11)","87.0% (85.2%, 91.0%)","71.0% (68.1%, 78.0%)","31.9% (28.7%, 40.4%)","10.6% (9.0%, 15.6%)"
31135,40.856065,-101.636443,Nebraska,Perkins County,347,"1.9 (1.76, 2.29)","53.9% (50.3%, 62.3%)","    187 (174, 216)","31.1% (28.0%, 39.0%)","    108 (97, 135)","6.1% (5.1%, 9.1%)","     21 (18, 32)","0.9% (0.7%, 1.7%)","      3 (3, 6)","83.3% (81.0%, 88.1%)","64.6% (61.5%, 72.3%)","24.7% (21.8%, 32.2%)","6.9% (5.7%, 10.4%)"
31137,40.516365,-99.406557,Nebraska,Phelps County,976,"2.15 (2, 2.61)","58.5% (55.1%, 66.7%)","    571 (537, 651)","35.9% (32.8%, 44.2%)","    350 (320, 431)","8.2% (7.0%, 12.0%)","     79 (68, 117)","1.5% (1.2%, 2.6%)","     14 (12, 25)","86.5% (84.6%, 90.6%)","70.0% (67.2%, 77.2%)","30.5% (27.6%, 39.0%)","9.8% (8.3%, 14.6%)"
31139,42.271413,-97.610992,Nebraska,Pierce County,705,"2.1 (1.96, 2.55)","58.1% (54.5%, 66.3%)","    409 (385, 467)","35.2% (32.1%, 43.6%)","    248 (226, 307)","7.7% (6.6%, 11.4%)","     54 (47, 81)","1.3% (1.1%, 2.3%)","      9 (7, 16)","86.0% (84.0%, 90.3%)","69.0% (66.1%, 76.3%)","29.0% (26.2%, 37.4%)","8.9% (7.6%, 13.5%)"
31141,41.576866,-97.513467,Nebraska,Platte County,2879,"2.45 (2.27, 2.99)","63.8% (60.0%, 71.8%)","  1,836 (1,729, 2,067)","41.3% (37.8%, 50.2%)","  1,188 (1,089, 1,445)","10.6% (9.2%, 15.3%)","    306 (264, 442)","2.1% (1.7%, 3.7%)","     62 (50, 105)","89.3% (87.7%, 92.9%)","74.9% (72.2%, 81.5%)","36.1% (32.9%, 45.1%)","12.9% (11.1%, 18.5%)"
31143,41.187925,-97.570663,Nebraska,Polk County,623,"1.93 (1.8, 2.34)","54.6% (51.1%, 63.0%)","    340 (318, 393)","31.8% (28.8%, 39.9%)","    198 (180, 248)","6.3% (5.4%, 9.6%)","     39 (34, 60)","1.0% (0.8%, 1.8%)","      6 (5, 11)","83.7% (81.6%, 88.5%)","65.3% (62.3%, 73.1%)","25.3% (22.8%, 33.3%)","7.2% (6.0%, 11.1%)"
31145,40.16942,-100.468576,Nebraska,Red Willow County,1153,"2.1 (1.96, 2.54)","57.5% (54.1%, 65.7%)","    663 (624, 758)","34.9% (31.9%, 43.2%)","    403 (368, 498)","7.7% (6.6%, 11.4%)","     89 (77, 132)","1.4% (1.1%, 2.4%)","     16 (12, 27)","85.9% (84.0%, 90.1%)","69.0% (66.3%, 76.3%)","29.5% (26.5%, 37.7%)","9.3% (7.8%, 13.9%)"
