"Supplementary Table 3. IER, proportion and size of the general adult population, and proportion of the deaths that are expected to exceed K-fold of US average risk within each of the 477 US cities",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
3684000,40.9465025597,-73.8636959965,NY,Yonkers,202008,"1.1 (1.03, 1.22)","17.9% (17.7%, 19.9%)","   36,158 (35,751, 40,195)","12.1% (11.9%, 13.5%)","   24,421 (23,960, 27,190)","5.4% (5.1%, 6.1%)"," 10,919 (10,270, 12,330)","2.2% (1.8%, 2.5%)","  4,430 (3,675, 5,136)","83.7% (81.8%, 85.1%)","75.6% (72.8%, 77.1%)","56.5% (51.5%, 58.5%)","36.1% (28.9%, 38.2%)"
3702140,35.5708251391,-82.5537350816,NC,Asheville,91916,"0.96 (0.88, 1.06)","16.1% (15.6%, 17.5%)","   14,777 (14,306, 16,052)","11.1% (10.7%, 12.1%)","   10,199 (9,826, 11,092)","4.9% (4.5%, 5.5%)","  4,504 (4,098, 5,047)","1.8% (1.4%, 2.1%)","  1,604 (1,241, 1,917)","82.1% (79.8%, 83.6%)","74.0% (71.2%, 75.8%)","53.4% (48.2%, 56.2%)","30.4% (23.5%, 34.0%)"
3710740,35.7814978722,-78.8152191642,NC,Cary,166032,"0.51 (0.48, 0.56)","9.1% (8.9%, 10.5%)","   15,168 (14,755, 17,393)","5.5% (5.3%, 6.2%)","    9,182 (8,797, 10,377)","1.7% (1.4%, 2.0%)","  2,845 (2,391, 3,283)","0.4% (0.2%, 0.5%)","    623 (404, 759)","63.2% (60.6%, 65.2%)","52.3% (48.9%, 53.8%)","28.6% (23.6%, 30.3%)","10.7% (6.9%, 12.0%)"
3712000,35.2078721969,-80.8300754645,NC,Charlotte,859052,"0.78 (0.75, 0.86)","13.7% (13.6%, 15.5%)","  117,994 (116,615, 133,371)","8.4% (8.2%, 9.5%)","   71,910 (70,178, 81,248)","3.2% (3.1%, 3.6%)"," 27,658 (26,287, 31,022)","1.3% (1.1%, 1.4%)"," 10,995 (9,658, 12,319)","77.9% (76.3%, 79.3%)","67.4% (65.1%, 68.6%)","47.2% (43.7%, 48.1%)","29.9% (25.5%, 30.7%)"
3714100,35.3939316958,-80.6352429349,NC,Concord,92072,"0.69 (0.64, 0.77)","12.3% (12.0%, 13.9%)","   11,368 (11,027, 12,769)","7.7% (7.3%, 8.6%)","    7,054 (6,728, 7,937)","2.9% (2.5%, 3.3%)","  2,662 (2,352, 3,049)","1.0% (0.7%, 1.2%)","    901 (659, 1,073)","74.7% (71.6%, 77.0%)","64.3% (60.3%, 66.6%)","42.8% (36.8%, 45.2%)","23.6% (16.8%, 26.1%)"
3719000,35.9809147402,-78.9059161097,NC,Durham,267932,"1.08 (1.03, 1.17)","17.3% (17.3%, 19.0%)","   46,267 (46,464, 51,026)","11.1% (11.0%, 12.3%)","   29,785 (29,597, 33,045)","4.7% (4.6%, 5.2%)"," 12,587 (12,279, 13,869)","2.1% (2.0%, 2.4%)","  5,772 (5,379, 6,402)","84.3% (83.2%, 85.4%)","75.5% (73.6%, 76.7%)","57.2% (54.1%, 58.1%)","40.6% (36.3%, 41.7%)"
3722920,35.0851309527,-78.9791676456,NC,Fayetteville,209913,"1.16 (1.1, 1.24)","19.1% (19.0%, 20.5%)","   40,019 (39,918, 43,120)","12.8% (12.6%, 13.9%)","   26,907 (26,449, 29,093)","5.4% (5.2%, 5.9%)"," 11,394 (10,916, 12,332)","2.4% (2.1%, 2.6%)","  4,928 (4,453, 5,385)","86.6% (85.3%, 87.2%)","78.2% (76.0%, 79.0%)","58.3% (54.7%, 59.3%)","39.7% (34.9%, 40.9%)"
3725580,35.2472984431,-81.1836588468,NC,Gastonia,76606,"1.67 (1.52, 1.83)","23.4% (23.1%, 25.1%)","   17,908 (17,708, 19,256)","16.2% (15.8%, 17.5%)","   12,431 (12,118, 13,444)","7.9% (7.5%, 8.6%)","  6,075 (5,781, 6,597)","3.9% (3.5%, 4.4%)","  3,019 (2,662, 3,369)","89.2% (87.5%, 90.2%)","82.6% (79.9%, 84.0%)","67.0% (62.6%, 69.0%)","50.1% (43.5%, 52.8%)"
3728000,36.0960480415,-79.8276833061,NC,Greensboro,290201,"1.24 (1.19, 1.34)","20.1% (20.1%, 21.9%)","   58,313 (58,350, 63,570)","13.2% (13.1%, 14.5%)","   38,319 (37,993, 41,990)","5.6% (5.5%, 6.2%)"," 16,380 (15,891, 17,951)","2.5% (2.3%, 2.8%)","  7,340 (6,756, 8,092)","85.7% (84.6%, 86.6%)","77.1% (75.3%, 78.2%)","58.2% (55.2%, 59.3%)","40.6% (36.4%, 41.7%)"
3728080,35.5959211876,-77.3766133673,NC,Greenville,92171,"0.86 (0.81, 0.95)","14.2% (14.0%, 15.2%)","   13,071 (12,908, 13,999)","9.5% (9.3%, 10.3%)","    8,775 (8,535, 9,454)","4.1% (3.9%, 4.5%)","  3,812 (3,610, 4,196)","1.7% (1.5%, 2.0%)","  1,580 (1,366, 1,815)","84.0% (82.1%, 85.3%)","75.7% (72.8%, 77.4%)","56.2% (52.0%, 58.7%)","36.5% (30.6%, 40.1%)"
3731400,35.9881243803,-79.9932956384,NC,High Point,111213,"1.41 (1.32, 1.53)","22.2% (22.1%, 23.8%)","   24,638 (24,594, 26,486)","15.0% (14.8%, 16.3%)","   16,714 (16,475, 18,129)","6.7% (6.4%, 7.3%)","  7,477 (7,141, 8,175)","3.0% (2.7%, 3.4%)","  3,375 (2,994, 3,748)","87.5% (86.2%, 88.6%)","79.7% (77.4%, 81.1%)","61.3% (57.3%, 63.2%)","42.9% (37.1%, 45.1%)"
3734200,34.7331103037,-77.3951822819,NC,Jacksonville,72448,"0.47 (0.44, 0.53)","7.5% (7.3%, 8.1%)","    5,441 (5,268, 5,862)","5.1% (4.9%, 5.5%)","    3,702 (3,552, 3,990)","2.3% (2.2%, 2.6%)","  1,655 (1,563, 1,854)","0.9% (0.7%, 1.1%)","    637 (533, 772)","79.7% (77.3%, 81.2%)","71.9% (68.9%, 73.7%)","53.0% (49.0%, 56.2%)","32.1% (26.2%, 36.5%)"
3755000,35.8322080933,-78.6440243809,NC,Raleigh,464972,"0.5 (0.47, 0.56)","8.9% (8.6%, 10.1%)","   41,246 (39,758, 47,042)","5.4% (5.2%, 6.2%)","   25,286 (24,206, 28,665)","2.0% (1.8%, 2.3%)","  9,139 (8,287, 10,505)","0.6% (0.5%, 0.7%)","  2,848 (2,285, 3,357)","70.6% (68.5%, 72.3%)","60.1% (57.5%, 61.6%)","38.4% (34.5%, 40.4%)","19.7% (15.7%, 21.4%)"
3774440,34.2102758569,-77.8872842368,NC,Wilmington,119048,"0.95 (0.89, 1.05)","16.2% (15.8%, 17.7%)","   19,280 (18,824, 21,084)","10.6% (10.2%, 11.6%)","   12,614 (12,173, 13,858)","4.5% (4.2%, 5.0%)","  5,364 (4,976, 5,947)","1.8% (1.4%, 2.0%)","  2,091 (1,715, 2,411)","81.7% (79.7%, 83.3%)","72.7% (69.8%, 74.5%)","52.7% (48.0%, 54.9%)","32.5% (26.3%, 35.3%)"
3775000,36.1029453039,-80.2609889241,NC,Winston-Salem,244592,"1.3 (1.23, 1.38)","21.0% (21.0%, 22.8%)","   51,415 (51,398, 55,754)","13.9% (13.7%, 15.2%)","   34,098 (33,614, 37,167)","6.0% (5.7%, 6.5%)"," 14,599 (13,982, 15,804)","2.6% (2.4%, 2.9%)","  6,491 (5,845, 6,995)","86.3% (85.0%, 87.1%)","77.8% (75.7%, 78.7%)","58.7% (55.0%, 59.5%)","40.8% (35.8%, 41.6%)"
3825700,46.8652457832,-96.8289882328,ND,Fargo,123590,"0.47 (0.43, 0.51)","8.5% (8.0%, 9.3%)","   10,543 (9,887, 11,516)","5.4% (5.1%, 5.9%)","    6,728 (6,294, 7,299)","1.9% (1.7%, 2.2%)","  2,409 (2,107, 2,688)","0.5% (0.4%, 0.6%)","    634 (478, 720)","71.0% (68.5%, 71.7%)","60.9% (58.1%, 61.5%)","37.4% (33.5%, 38.6%)","16.4% (12.7%, 17.2%)"
3901000,41.0801444942,-81.5219213688,OH,Akron,197849,"0.99 (0.89, 1.09)","16.4% (15.6%, 17.8%)","   32,366 (30,788, 35,172)","10.7% (10.0%, 11.7%)","   21,240 (19,863, 23,174)","4.6% (4.1%, 5.0%)","  9,085 (8,081, 9,973)","1.9% (1.5%, 2.1%)","  3,732 (2,908, 4,196)","82.5% (79.7%, 83.9%)","73.7% (69.9%, 75.3%)","54.4% (48.6%, 56.2%)","35.4% (27.9%, 37.7%)"
3912000,40.8080192662,-81.3676594998,OH,Canton,70893,"0.91 (0.76, 1.03)","15.3% (13.9%, 17.0%)","   10,850 (9,860, 12,069)","9.7% (8.6%, 11.0%)","    6,907 (6,068, 7,813)","4.0% (3.2%, 4.5%)","  2,800 (2,260, 3,200)","1.6% (1.1%, 1.9%)","  1,152 (755, 1,370)","81.1% (76.0%, 83.3%)","71.7% (64.7%, 74.4%)","51.9% (42.3%, 55.2%)","34.1% (23.0%, 37.5%)"
3915000,39.1411747124,-84.5060004524,OH,Cincinnati,301305,"1.35 (1.24, 1.43)","19.9% (19.5%, 21.0%)","   60,035 (58,792, 63,387)","13.7% (13.2%, 14.5%)","   41,404 (39,809, 43,815)","6.3% (5.9%, 6.7%)"," 19,059 (17,890, 20,181)","3.0% (2.7%, 3.2%)","  9,060 (8,049, 9,633)","88.5% (86.9%, 89.0%)","81.4% (79.0%, 82.1%)","64.3% (60.2%, 65.0%)","47.0% (41.4%, 48.1%)"
3916000,41.4765345821,-81.6805494865,OH,Cleveland,385552,"1.89 (1.7, 1.96)","25.4% (24.9%, 26.9%)","   98,025 (96,178, 103,607)","17.8% (17.2%, 18.9%)","   68,788 (66,310, 72,890)","8.4% (7.8%, 8.8%)"," 32,300 (30,175, 34,039)","4.3% (3.8%, 4.5%)"," 16,460 (14,636, 17,178)","91.1% (89.6%, 91.3%)","84.8% (82.4%, 85.1%)","69.2% (64.9%, 69.1%)","53.9% (48.0%, 53.8%)"
3918000,39.9859500484,-82.9851738516,OH,Columbus,881901,"0.9 (0.85, 0.95)","15.0% (14.7%, 16.2%)","  131,969 (129,402, 142,899)","9.5% (9.2%, 10.3%)","   84,077 (81,419, 90,896)","4.0% (3.8%, 4.2%)"," 34,877 (33,056, 37,377)","1.7% (1.5%, 1.8%)"," 14,961 (13,328, 16,074)","82.1% (80.5%, 82.7%)","72.8% (70.6%, 73.4%)","53.6% (50.2%, 54.1%)","36.0% (31.6%, 36.6%)"
3921000,39.779768039,-84.1997930517,OH,Dayton,140379,"1.35 (1.19, 1.45)","21.1% (20.5%, 22.4%)","   29,624 (28,709, 31,390)","14.2% (13.4%, 15.2%)","   19,983 (18,812, 21,407)","6.1% (5.4%, 6.6%)","  8,620 (7,624, 9,277)","2.8% (2.3%, 3.0%)","  3,942 (3,177, 4,275)","87.7% (85.0%, 88.5%)","79.8% (75.6%, 80.9%)","61.1% (54.5%, 62.6%)","43.8% (35.7%, 45.7%)"
3961000,41.3842399838,-81.728599153,OH,Parma,79159,"1.09 (0.96, 1.21)","19.1% (18.0%, 20.9%)","   15,086 (14,270, 16,519)","12.3% (11.4%, 13.6%)","    9,754 (9,057, 10,734)","5.3% (4.5%, 5.9%)","  4,203 (3,589, 4,642)","1.9% (1.2%, 2.3%)","  1,530 (963, 1,808)","80.7% (76.5%, 82.7%)","71.2% (65.8%, 73.4%)","51.0% (42.6%, 53.6%)","29.3% (18.7%, 32.9%)"
3977000,41.6637399604,-83.5823818449,OH,Toledo,276494,"1.4 (1.29, 1.48)","21.2% (20.9%, 22.7%)","   58,755 (57,711, 62,734)","14.3% (13.8%, 15.3%)","   39,537 (38,218, 42,409)","6.4% (6.0%, 6.9%)"," 17,771 (16,664, 18,992)","3.0% (2.7%, 3.2%)","  8,363 (7,364, 8,935)","87.4% (85.7%, 88.1%)","79.7% (77.1%, 80.6%)","62.2% (57.9%, 63.1%)","45.1% (39.1%, 46.2%)"
3988000,41.0993286607,-80.6463187081,OH,Youngstown,64585,"1.93 (1.54, 2.23)","25.4% (24.0%, 27.6%)","   16,406 (15,470, 17,829)","18.1% (16.4%, 20.0%)","   11,676 (10,569, 12,931)","8.9% (7.5%, 10.0%)","  5,723 (4,873, 6,464)","4.5% (3.4%, 5.3%)","  2,919 (2,209, 3,400)","91.2% (88.0%, 92.5%)","85.3% (80.3%, 87.3%)","70.2% (61.9%, 73.4%)","54.4% (42.7%, 58.5%)"
4009050,36.0366324911,-95.7809572414,OK,Broken Arrow,110468,"0.75 (0.7, 0.8)","13.5% (13.0%, 14.8%)","   14,869 (14,306, 16,346)","8.4% (8.0%, 9.2%)","    9,307 (8,886, 10,126)","3.3% (2.9%, 3.5%)","  3,622 (3,250, 3,925)","1.0% (0.8%, 1.1%)","  1,149 (895, 1,245)","74.7% (72.5%, 75.6%)","64.3% (61.5%, 64.9%)","42.8% (38.4%, 43.3%)","22.0% (17.1%, 22.5%)"
4023200,35.6689350516,-97.4159205309,OK,Edmond,91936,"0.85 (0.81, 0.9)","16.6% (16.2%, 18.0%)","   15,259 (14,897, 16,509)","10.5% (10.2%, 11.3%)","    9,662 (9,342, 10,394)","3.9% (3.6%, 4.2%)","  3,587 (3,302, 3,872)","1.1% (0.9%, 1.2%)","  1,041 (845, 1,127)","78.4% (76.9%, 79.4%)","67.4% (65.1%, 68.1%)","42.9% (39.3%, 43.6%)","20.4% (16.5%, 21.0%)"
4041850,34.6170564899,-98.4203934803,OK,Lawton,93717,"1.03 (0.97, 1.08)","16.9% (16.6%, 18.1%)","   15,833 (15,530, 16,960)","11.3% (11.0%, 12.1%)","   10,600 (10,267, 11,326)","5.0% (4.7%, 5.3%)","  4,653 (4,401, 4,954)","2.1% (1.8%, 2.2%)","  1,940 (1,722, 2,082)","84.6% (83.1%, 85.0%)","76.2% (74.0%, 76.6%)","56.8% (53.5%, 57.4%)","37.0% (32.6%, 37.9%)"
4052500,35.2335032647,-97.3470413838,OK,Norman,122842,"0.5 (0.45, 0.54)","9.5% (8.8%, 10.2%)","   11,662 (10,869, 12,567)","6.2% (5.7%, 6.7%)","    7,624 (7,041, 8,237)","2.1% (1.8%, 2.4%)","  2,578 (2,193, 2,898)","0.5% (0.4%, 0.6%)","    624 (449, 725)","73.4% (70.7%, 74.2%)","63.2% (60.1%, 64.1%)","37.0% (32.3%, 38.8%)","15.1% (11.0%, 16.4%)"
4055000,35.467564288,-97.5137615524,OK,Oklahoma City,643574,"1.05 (0.98, 1.11)","17.4% (17.0%, 19.0%)","  112,092 (109,491, 122,181)","11.2% (10.7%, 12.1%)","   71,875 (69,064, 78,121)","4.7% (4.4%, 5.1%)"," 30,509 (28,468, 32,489)","2.1% (1.8%, 2.2%)"," 13,280 (11,527, 13,969)","83.2% (81.5%, 83.7%)","74.0% (71.6%, 74.2%)","55.2% (51.5%, 55.0%)","37.3% (32.4%, 37.0%)"
4075000,36.1284213425,-95.9036195464,OK,Tulsa,402227,"1.04 (0.97, 1.11)","17.5% (17.0%, 19.3%)","   70,575 (68,416, 77,588)","11.4% (10.9%, 12.5%)","   45,952 (43,938, 50,380)","4.8% (4.5%, 5.2%)"," 19,436 (17,990, 21,131)","2.0% (1.7%, 2.1%)","  7,921 (6,780, 8,586)","82.8% (81.1%, 83.6%)","73.7% (71.3%, 74.3%)","54.0% (50.0%, 54.5%)","34.7% (29.5%, 35.2%)"
4105350,45.4795765674,-122.814973469,OR,Beaverton,97529,"0.57 (0.54, 0.63)","10.6% (10.3%, 12.0%)","   10,377 (10,092, 11,703)","6.5% (6.3%, 7.3%)","    6,367 (6,118, 7,132)","2.2% (1.9%, 2.5%)","  2,171 (1,878, 2,419)","0.6% (0.4%, 0.7%)","    570 (395, 636)","69.6% (67.0%, 71.0%)","58.6% (55.2%, 59.6%)","35.1% (29.8%, 35.8%)","15.4% (10.4%, 15.8%)"
4105800,44.0561827184,-121.308690416,OR,Bend,94527,"0.58 (0.54, 0.63)","12.0% (11.4%, 13.3%)","   11,326 (10,807, 12,531)","7.4% (6.9%, 8.2%)","    7,020 (6,533, 7,790)","2.0% (1.6%, 2.3%)","  1,863 (1,464, 2,142)","0.3% (0.2%, 0.4%)","    318 (182, 380)","68.4% (65.7%, 70.0%)","56.3% (52.6%, 57.8%)","26.9% (21.2%, 28.5%)","8.0% (4.7%, 8.8%)"
4123850,44.0559363346,-123.117327584,OR,Eugene,168909,"0.73 (0.68, 0.78)","13.5% (12.9%, 14.6%)","   22,729 (21,779, 24,586)","8.6% (8.1%, 9.2%)","   14,460 (13,745, 15,547)","3.3% (3.0%, 3.6%)","  5,625 (5,024, 6,094)","1.0% (0.8%, 1.1%)","  1,748 (1,338, 1,884)","76.8% (74.5%, 77.5%)","66.5% (63.5%, 67.0%)","44.0% (39.4%, 44.5%)","22.2% (17.1%, 22.5%)"
4131250,45.5024256798,-122.441469029,OR,Gresham,111039,"0.95 (0.89, 1)","16.2% (15.9%, 17.7%)","   17,988 (17,662, 19,604)","10.3% (10.0%, 11.1%)","   11,431 (11,087, 12,358)","4.4% (4.1%, 4.7%)","  4,865 (4,548, 5,206)","1.7% (1.4%, 1.8%)","  1,909 (1,590, 2,010)","80.4% (78.5%, 81.1%)","70.8% (68.0%, 71.2%)","51.3% (46.9%, 51.4%)","31.6% (25.7%, 31.6%)"
4134100,45.529027994,-122.937442209,OR,Hillsboro,106903,"0.43 (0.4, 0.47)","7.5% (7.2%, 8.4%)","    8,018 (7,665, 8,991)","4.6% (4.4%, 5.1%)","    4,926 (4,683, 5,452)","1.6% (1.4%, 1.8%)","  1,690 (1,453, 1,886)","0.4% (0.3%, 0.4%)","    425 (292, 471)","65.2% (62.4%, 66.2%)","54.9% (51.5%, 55.4%)","32.7% (27.7%, 33.4%)","13.7% (9.3%, 14.1%)"
4147000,42.3371987584,-122.853625909,OR,Medford,81777,"1.13 (1.04, 1.2)","19.1% (18.5%, 20.5%)","   15,643 (15,133, 16,789)","13.0% (12.5%, 13.9%)","   10,659 (10,207, 11,387)","5.8% (5.3%, 6.2%)","  4,757 (4,343, 5,104)","2.2% (1.7%, 2.4%)","  1,782 (1,421, 1,925)","83.8% (81.8%, 84.5%)","75.5% (72.7%, 76.1%)","55.3% (50.5%, 56.1%)","32.7% (26.3%, 33.7%)"
4159000,45.537180654,-122.650032751,OR,Portland,648121,"0.72 (0.68, 0.76)","12.5% (12.1%, 13.8%)","   81,292 (78,677, 89,401)","7.7% (7.4%, 8.4%)","   50,078 (48,018, 54,438)","3.1% (2.9%, 3.4%)"," 20,445 (18,967, 21,954)","1.1% (0.9%, 1.2%)","  7,344 (6,121, 7,841)","75.8% (74.0%, 76.6%)","65.6% (63.2%, 65.9%)","45.7% (42.2%, 45.8%)","26.0% (21.7%, 26.0%)"
4164900,44.923273154,-123.0248671,OR,Salem,169790,"1.03 (0.96, 1.07)","17.3% (16.9%, 18.6%)","   29,334 (28,714, 31,523)","11.5% (11.1%, 12.2%)","   19,459 (18,843, 20,756)","5.1% (4.7%, 5.4%)","  8,605 (8,046, 9,131)","2.0% (1.7%, 2.1%)","  3,360 (2,813, 3,531)","82.8% (81.0%, 83.2%)","74.0% (71.6%, 74.2%)","54.4% (50.4%, 54.5%)","33.3% (27.7%, 33.2%)"
4202000,40.596099618,-75.4755373968,PA,Allentown,121278,"1.25 (1.13, 1.3)","17.8% (17.2%, 19.1%)","   21,533 (20,846, 23,166)","12.2% (11.6%, 13.0%)","   14,739 (14,026, 15,746)","5.8% (5.4%, 6.2%)","  7,076 (6,594, 7,516)","2.9% (2.5%, 3.0%)","  3,462 (2,992, 3,651)","87.5% (85.5%, 87.6%)","80.6% (77.7%, 80.4%)","64.8% (60.3%, 64.6%)","48.0% (41.1%, 47.6%)"
4206088,40.6266402578,-75.3679048175,PA,Bethlehem,76469,"0.96 (0.88, 1.02)","15.9% (15.4%, 17.3%)","   12,130 (11,766, 13,245)","10.4% (10.0%, 11.3%)","    7,957 (7,625, 8,633)","4.6% (4.2%, 4.9%)","  3,485 (3,205, 3,749)","1.8% (1.5%, 2.0%)","  1,409 (1,142, 1,509)","82.2% (80.0%, 82.9%)","73.5% (70.3%, 73.9%)","54.4% (49.4%, 54.6%)","34.5% (27.7%, 34.7%)"
4224000,42.1164698754,-80.0730358517,PA,Erie,97369,"1 (0.91, 1.07)","15.2% (14.5%, 16.4%)","   14,836 (14,097, 15,993)","10.3% (9.8%, 11.1%)","   10,041 (9,503, 10,760)","4.9% (4.5%, 5.2%)","  4,766 (4,366, 5,109)","2.1% (1.8%, 2.3%)","  2,062 (1,729, 2,228)","83.3% (81.2%, 83.9%)","75.7% (73.1%, 76.2%)","58.7% (54.7%, 59.4%)","39.2% (33.6%, 40.3%)"
4260000,40.0093147808,-75.1333888571,PA,Philadelphia,1580863,"1.4 (1.3, 1.48)","21.1% (20.8%, 22.8%)","  334,156 (329,370, 361,168)","14.4% (13.9%, 15.5%)","  226,989 (219,980, 245,587)","6.5% (6.1%, 6.9%)","101,902 (96,199, 109,424)","3.1% (2.8%, 3.3%)"," 48,365 (43,448, 51,568)","88.2% (86.9%, 88.5%)","80.7% (78.6%, 80.9%)","63.1% (59.6%, 63.1%)","46.2% (41.4%, 46.1%)"
4261000,40.4396297486,-79.9762614995,PA,Pittsburgh,302414,"0.74 (0.68, 0.81)","13.2% (12.4%, 14.3%)","   39,849 (37,626, 43,344)","8.8% (8.2%, 9.6%)","   26,706 (24,936, 29,044)","3.6% (3.2%, 4.0%)"," 10,814 (9,621, 12,045)","1.2% (1.0%, 1.4%)","  3,644 (2,903, 4,179)","80.2% (78.2%, 81.2%)","71.2% (68.6%, 72.2%)","48.9% (44.7%, 50.7%)","26.8% (21.8%, 28.8%)"
4263624,40.3399678686,-75.9266128837,PA,Reading,88418,"1.27 (1.11, 1.3)","18.8% (18.1%, 20.2%)","   16,583 (15,965, 17,824)","12.5% (11.7%, 13.4%)","   11,081 (10,371, 11,858)","5.5% (5.0%, 5.9%)","  4,896 (4,452, 5,169)","2.7% (2.3%, 2.8%)","  2,387 (2,011, 2,484)","87.5% (85.0%, 87.5%)","79.9% (76.0%, 79.6%)","62.8% (57.0%, 61.8%)","47.1% (39.2%, 45.7%)"
4269000,41.4043729362,-75.6649126898,PA,Scranton,77597,"0.92 (0.82, 0.96)","15.9% (15.0%, 17.0%)","   12,364 (11,666, 13,161)","10.8% (10.1%, 11.5%)","    8,391 (7,828, 8,904)","4.6% (4.0%, 4.9%)","  3,546 (3,079, 3,768)","1.6% (1.2%, 1.7%)","  1,243 (940, 1,326)","81.9% (79.3%, 82.3%)","73.3% (69.9%, 73.6%)","51.7% (46.3%, 52.1%)","29.2% (22.6%, 29.6%)"
4419180,41.7658017135,-71.4861485002,RI,Cranston,81192,"1.12 (1.06, 1.18)","19.5% (19.2%, 21.1%)","   15,865 (15,598, 17,119)","12.8% (12.5%, 13.8%)","   10,411 (10,138, 11,189)","5.5% (5.2%, 5.9%)","  4,486 (4,210, 4,777)","2.1% (1.8%, 2.2%)","  1,710 (1,457, 1,808)","83.1% (81.7%, 83.8%)","73.9% (71.8%, 74.4%)","53.5% (49.8%, 53.7%)","32.1% (27.0%, 32.2%)"
4454640,41.8744534517,-71.3743580803,RI,Pawtucket,72006,"1.11 (1.05, 1.18)","19.1% (19.1%, 20.9%)","   13,785 (13,748, 15,046)","12.3% (12.1%, 13.5%)","    8,873 (8,712, 9,723)","5.0% (4.7%, 5.4%)","  3,563 (3,378, 3,862)","2.1% (1.8%, 2.2%)","  1,497 (1,320, 1,600)","84.1% (82.7%, 84.9%)","74.6% (72.2%, 75.3%)","54.0% (50.0%, 54.2%)","36.0% (30.7%, 36.0%)"
4459000,41.823480533,-71.4218129335,RI,Providence,180388,"1.05 (0.99, 1.12)","17.2% (17.2%, 19.0%)","   30,987 (30,992, 34,258)","11.1% (10.9%, 12.3%)","   20,027 (19,743, 22,172)","4.7% (4.5%, 5.1%)","  8,493 (8,190, 9,273)","2.1% (1.9%, 2.2%)","  3,757 (3,375, 4,061)","84.0% (82.6%, 84.7%)","75.0% (72.8%, 75.6%)","56.2% (52.5%, 56.3%)","38.6% (33.4%, 38.6%)"
4474300,41.7064727301,-71.4345615049,RI,Warwick,80873,"0.77 (0.7, 0.83)","13.8% (13.0%, 15.0%)","   11,165 (10,542, 12,171)","9.2% (8.6%, 9.9%)","    7,452 (6,961, 8,030)","3.6% (3.0%, 3.9%)","  2,884 (2,441, 3,139)","1.0% (0.7%, 1.1%)","    820 (570, 898)","75.4% (72.7%, 76.1%)","66.3% (62.8%, 66.7%)","42.9% (37.2%, 43.7%)","20.1% (14.6%, 20.8%)"
4513330,32.8136961892,-79.967381899,SC,Charleston,139906,"0.72 (0.68, 0.78)","13.5% (13.2%, 14.9%)","   18,944 (18,489, 20,844)","8.4% (8.1%, 9.2%)","   11,746 (11,325, 12,933)","3.1% (2.8%, 3.4%)","  4,312 (3,917, 4,760)","1.0% (0.8%, 1.1%)","  1,363 (1,097, 1,564)","76.3% (74.4%, 77.8%)","65.3% (62.7%, 66.8%)","42.2% (38.1%, 43.8%)","21.8% (17.1%, 23.5%)"
4516000,34.0366069566,-80.9037852694,SC,Columbia,133578,"0.67 (0.63, 0.73)","12.0% (11.7%, 13.1%)","   16,069 (15,597, 17,545)","7.5% (7.1%, 8.2%)","   10,001 (9,513, 10,942)","2.8% (2.6%, 3.1%)","  3,758 (3,450, 4,124)","1.1% (0.9%, 1.2%)","  1,432 (1,190, 1,594)","78.6% (76.3%, 79.6%)","68.2% (64.9%, 69.3%)","46.8% (42.4%, 48.0%)","28.7% (23.8%, 30.2%)"
4550875,32.9100915071,-80.0738525014,SC,North Charleston,112742,"1.02 (0.95, 1.1)","17.2% (16.9%, 18.8%)","   19,360 (19,019, 21,247)","10.9% (10.5%, 12.1%)","   12,320 (11,867, 13,634)","4.4% (4.0%, 4.8%)","  4,912 (4,571, 5,412)","1.9% (1.6%, 2.1%)","  2,131 (1,831, 2,336)","83.3% (81.3%, 84.3%)","73.9% (70.8%, 75.0%)","54.0% (49.3%, 55.0%)","37.2% (31.2%, 38.0%)"
4561405,34.9403611496,-81.0249178286,SC,Rock Hill,73064,"0.72 (0.67, 0.8)","12.7% (12.3%, 14.1%)","    9,300 (8,989, 10,302)","8.1% (7.7%, 9.0%)","    5,897 (5,604, 6,565)","3.1% (2.9%, 3.6%)","  2,301 (2,081, 2,600)","1.1% (0.9%, 1.3%)","    834 (653, 977)","77.8% (75.1%, 79.6%)","67.9% (64.3%, 69.9%)","46.7% (41.2%, 49.2%)","27.4% (21.0%, 30.2%)"
4652980,44.0705009564,-103.218361421,SD,Rapid City,74418,"0.71 (0.65, 0.78)","14.4% (13.4%, 15.7%)","   10,730 (9,994, 11,667)","9.4% (8.6%, 10.2%)","    6,980 (6,430, 7,604)","3.0% (2.5%, 3.5%)","  2,256 (1,901, 2,587)","0.7% (0.5%, 0.8%)","    510 (364, 622)","75.4% (72.8%, 76.5%)","64.4% (61.3%, 65.8%)","36.3% (31.6%, 38.7%)","13.9% (10.3%, 15.8%)"
